Station ID,Latitude,Longitude,Vs30,PGA,SA(0.5),SA(1.0)
3115,36.54634,36.16459,423.9,533.6302448406929,985.6835542396743,2325.3685340579905
3125,36.23808,36.13264,448.0,13536.182972921708,2211.5546213758075,5950.6624813093495
3126,36.2202,36.1375,350.0,14044.607072091621,5486.939837649158,12775.693365780868
3129,36.19117,36.1343,447.1,62772.932684755404,25607.20762768991,39392.61757161625
3135,36.40886,35.8831,459.5,76938.82499470843,20269.507545294626,11578.809802237234
3140,36.08155,35.94982,210.0,192.57991136925673,284.01625761622523,1342.98751813592
3141,36.3726,36.21973,338.0,10289.833651385665,24631.401768216165,9339.397339539775
4625,37.53872,36.98187,346.0,921.4645454404539,3502.2238683708542,3614.6666134015195
119,36.568,35.39,485.0,41.54671252937462,125.78465019658513,136.68193980758193
120,36.77006,35.79005,438.6,170.007817027565,177.40460837555787,736.2854605659767
122,37.4339,35.82021,500.6,40.24298436248027,95.2371128875672,53.91931395585816
125,37.01519,35.79577,215.5,73.44293564949126,170.4614672638998,1326.0047588392115
127,37.816183,35.92044,582.9,85.5597964524464,301.04386401042933,127.33176196389451
2302,38.39231,39.67541,907.3,620.5394664504424,262.46075699658945,108.51249292254825
2308,38.45063,39.3102,450.1,281.9753785983318,668.2130436451905,1036.5403352567196
2309,38.79913,38.72728,859.6,39.67733113237545,54.03198243038597,103.57244619733382
2703,37.058,37.35,758.2,991.3439183201194,1661.050089428543,1469.0279455583116
2708,37.09933,36.648373,522.8,16589.639552100503,14618.306516582299,56059.3578248101
3116,36.61618,36.20661,868.0,444.7413590198946,853.7996551377491,2612.127727250453
3123,36.21423,36.15973,470.0,2826.1752402803977,6624.209618851352,129868.92714668662
3124,36.2387,36.1722,282.6,1969.3938577818376,4029.312444806522,43540.620074235994
3131,36.19121,36.16328,567.2,962.3703691680867,1604.718245243064,9057.373719177007
3132,36.20673,36.17159,376.9,1521.3838291009706,1718.087097304122,15076.588976459656
3133,36.2432,36.5736,471.2,209.16742790659458,685.4833766005087,1154.2117792741578
3134,36.82763,36.20485,374.3,495.88906617998776,887.4936649792888,4693.9383570361015
3136,36.11593,36.24722,344.0,1414.902709275457,1122.079363469836,2116.1017091079502
3137,36.69293,36.48852,688.0,5536.058760266026,3861.2175081962005,8304.906439986487
3138,36.80262,36.51119,618.0,6965.36974369768,18453.51416772761,294578.8893675117
3139,36.58383,36.41439,272.0,1382.5100025582553,4077.6314776863783,15379.716805900696
3142,36.49797,36.36612,539.0,5326.0371832874425,4589.720752051367,6971.149181364762
3143,36.848907,36.557138,444.7,776.0437897697037,1367.626942562749,13034.454501326161
3144,36.75691,36.485742,535.0,4302.502919198395,11100.621212215818,10263.275780983566
3145,36.64536,36.4064,533.2,4438.479966315967,26651.642957900887,40246.447928704285
4404,38.19588,38.87385,1380.4,180.16740440890513,288.69665696606467,606.7785777269722
4405,38.8107,37.9396,579.4,477.12052074174346,145.64741258154572,247.410353985298
4406,38.34388,37.97378,814.8,255.01542738110012,268.2761616197047,1389.5005732543782
4407,38.78066,38.26406,734.5,50.35197752148109,91.14328647714568,352.0900923173212
4408,38.09616,37.88732,654.0,129.98692175684408,186.85687519321132,497.88556456621643
4611,37.7472,37.28426,730.9,2072.6846064434553,1802.3460821443261,2290.207240140237
4612,38.02395,36.48187,246.1,153.13111446738554,299.65889189368016,862.4970518125972
4615,37.38676,37.13803,484.0,6029.458892362936,4897.92277114351,19183.62183297531
4616,37.37547,36.83836,390.0,1357.5783495996234,3203.8158696338023,3601.124183799704
4617,37.58551,36.8303,573.6,158.3087224892261,170.37840451268136,295.02809919090555
4620,37.58568,36.89845,484.4,716.9667986632963,371.8576328687144,258.47531370117684
4624,37.5361,36.91765,280.1,460.076322898958,2387.712528624076,3005.0272454587803
4628,38.241198,36.922805,336.7,142.35764910550685,423.73746330274844,77.58147656285314
6303,37.7524,39.3291,986.4,1961.5361343036084,6306.59823839263,17995.344004619117
6304,37.36509,38.51316,376.2,6100.695812605524,14681.994827724748,3429.4906436052756
8002,37.19156,36.56195,430.3,415.00791718797984,1137.84163624378,2476.0614177420753
8003,37.08417,36.26936,350.0,200.53519619311592,334.3663058312041,1065.4120187555461
8004,37.379888,36.097633,426.2,285.2908259523235,1260.055699941542,652.7565860069396
