Magnitude,Return Period
6.7,337.4357610109358
6.8,438.7995297128583
6.8999999999999995,577.2337077913911
6.999999999999999,771.5691589098778
7.099999999999999,1055.183636628401
7.199999999999998,1493.4586897004199
7.299999999999998,2234.3893228258285
7.399999999999998,3699.8180637416544
7.499999999999997,7766.323050092704
7.599999999999997,11474.256524628592
7.699999999999997,18541.79699318126
7.799999999999996,36481.59645286707
7.899999999999996,160317.6462275917
7.999999999999996,271979.32359450846
