Magnitude,Return Period
6.7,38.27970189328522
6.8,48.494591248978956
6.8999999999999995,61.622841248564214
6.999999999999999,78.61352246105702
7.099999999999999,100.80270215155346
7.199999999999998,130.12558679078194
7.299999999999998,169.48702685970218
7.399999999999998,223.44881523417365
7.499999999999997,299.60353075898865
7.599999999999997,411.59637877779494
7.699999999999997,586.6794970697216
7.799999999999996,888.3752309750919
7.899999999999996,1507.1309996385635
7.999999999999996,3394.909357048355
8.099999999999994,6.987403058223315e+16
