Station ID,Latitude,Longitude,Vs30,PGA,SA(0.5),SA(1.0),Rjb
3115,36.54634,36.16459,423.9,198.5052481980713,354.93765634660997,578.8300969415895,19.834001660000002
3125,36.23808,36.13264,448.0,2674.8928066482385,697.9586786135172,1055.5868562131425,7.86896518
3126,36.2202,36.1375,350.0,2699.5423826183483,1232.2669855077647,1640.2142060367062,6.616807297
3129,36.19117,36.1343,447.1,6912.979900937117,4096.386195427312,3991.4682087685783,5.501128561000001
3135,36.40886,35.8831,459.5,5643.54366262812,4122.785987423873,2348.092426381458,36.64364413
3140,36.08155,35.94982,210.0,88.16377400996944,153.92943712015835,477.01465033256824,15.91041022
3141,36.3726,36.21973,338.0,1922.339802501946,2406.2334100321514,1153.1337199250345,7.040156718
4625,37.53872,36.98187,346.0,237.52025100769484,358.99996667045906,308.1713777371613,11.19655801
119,36.568,35.39,485.0,19.303251209371155,64.26120896803121,74.64283669108683,85.02071535
120,36.77006,35.79005,438.6,69.95905208816285,97.9620821897823,379.506321136168,61.35925242
122,37.4339,35.82021,500.6,22.57613938818657,58.895325081455645,32.57224384324993,89.87866926
125,37.01519,35.79577,215.5,35.5840537507242,99.78522501283582,628.6982891898984,72.37350067
127,37.816183,35.92044,582.9,44.05221031803524,158.63111228886564,67.21092975485351,96.79321675999999
2302,38.39231,39.67541,907.3,183.7869245404954,97.32409461447148,48.014201758426175,83.77513517999999
2308,38.45063,39.3102,450.1,78.86287545206265,102.8938806470494,113.00683246955084,55.56746805
2309,38.79913,38.72728,859.6,18.81651631371548,28.33466903436489,41.09246556369493,63.28188794
2703,37.058,37.35,758.2,320.55999027831183,624.6941890003848,472.2491609882396,34.35747134
2708,37.09933,36.648373,522.8,1310.952220029581,520.9674377785111,772.2741162677844,6.03599232
3116,36.61618,36.20661,868.0,164.47687570078662,335.050287468753,654.9672954626175,19.66098642
3123,36.21423,36.15973,470.0,844.9533892378232,1415.2006696573403,6862.572058571766,4.4897856560000005
3124,36.2387,36.1722,282.6,618.9004624786938,998.3153333268084,3223.095610868201,4.6176851889999995
3131,36.19121,36.16328,567.2,352.4484562265777,606.9796912292285,1598.680777902024,3.101081342
3132,36.20673,36.17159,376.9,517.3448724271403,584.6364437981405,1925.2301669873525,3.149947243
3133,36.2432,36.5736,471.2,94.30750922559918,289.7148244373375,364.9431818413908,28.41341242
3134,36.82763,36.20485,374.3,180.08992071563864,354.32476884400467,1025.8962679433353,29.786651279999997
3136,36.11593,36.24722,344.0,399.9921790203969,423.9149087221525,587.1478340299432,7.443033913
3137,36.69293,36.48852,688.0,1099.804818421883,498.1583809364585,589.279736473015,0.004659320078
3138,36.80262,36.51119,618.0,1255.520872703842,963.19975187725,2912.009223226318,3.323521535
3139,36.58383,36.41439,272.0,402.4949812107628,571.5588931212407,846.7020843832311,0.9561456452999999
3142,36.49797,36.36612,539.0,1178.5274582332547,699.6651950615958,721.1331707652513,0.874739858
3143,36.848907,36.557138,444.7,234.1907923167358,246.593796076925,509.770846447175,1.72375764
3144,36.75691,36.485742,535.0,822.5929679123417,675.0756684120294,545.8927963428657,3.260290454
3145,36.64536,36.4064,533.2,966.9392238254064,1310.730018135776,1204.2265299991966,4.5314642869999995
4404,38.19588,38.87385,1380.4,53.4066684013781,67.0738258379434,85.97528589669774,12.273767739999998
4405,38.8107,37.9396,579.4,189.5915374365432,77.98534402495447,94.60209717140197,92.47754502999999
4406,38.34388,37.97378,814.8,109.1832214651026,109.72893764282904,270.10303908976886,45.436320249999994
4407,38.78066,38.26406,734.5,24.23300987514577,50.178111431552345,131.7441460863942,75.05276866
4408,38.09616,37.88732,654.0,54.50677082870328,75.32458496273465,117.28371552792704,25.13272059
4611,37.7472,37.28426,730.9,416.60163853473153,500.1697872727089,432.68861456430704,18.03183177
4612,38.02395,36.48187,246.1,71.96566508801192,180.9314067995916,325.4422857230543,80.03886238000001
4615,37.38676,37.13803,484.0,847.5018957567388,778.743043738029,1382.0533449749323,0.36312471399999996
4616,37.37547,36.83836,390.0,273.6591158019804,245.4824124402209,228.3828258140231,2.1585611570000003
4617,37.58551,36.8303,573.6,65.9415693349328,88.05918696327676,121.93188835290728,22.54548246
4620,37.58568,36.89845,484.4,215.64704312515352,151.3133701148502,106.04857724925316,19.513131740000002
4624,37.5361,36.91765,280.1,140.83732251606196,363.5509942893158,338.5288375644115,13.81304382
4628,38.241198,36.922805,336.7,57.639308509716805,223.57958307830785,46.40396968166924,82.40071361000001
6303,37.7524,39.3291,986.4,277.60824429404033,860.3718227400374,1549.3755083300955,74.00191601
6304,37.36509,38.51316,376.2,778.981341393726,1740.4278189353265,399.1900244673418,74.21816712
8002,37.19156,36.56195,430.3,142.83455364319926,276.45584684256175,376.0413142915337,17.491000879999998
8003,37.08417,36.26936,350.0,77.63947435965903,153.56943247198845,325.827843163769,36.534824820000004
8004,37.379888,36.097633,426.2,114.13614155194276,531.0477901250596,268.2341796428483,64.52209974
